match_date,year,home_team,away_team,home_score,away_score,result,winner,goal_difference,total_goals,tournament,decided_by_penalties,penalty_winner,city,country,neutral
1985-02-05,1985,Iran,North Korea,1,0,home_win,Iran,1,1,Friendly,False,,Mashhad,Iran,False
1985-02-05,1985,Bulgaria,Switzerland,1,0,home_win,Bulgaria,1,1,Friendly,False,,Querétaro,Mexico,True
1985-02-06,1985,Bolivia,Uruguay,0,1,away_win,Uruguay,-1,1,Friendly,False,,Cochabamba,Bolivia,False
1985-02-06,1985,Bulgaria,Poland,2,2,draw,draw,0,4,Friendly,False,,Querétaro,Mexico,True
1985-02-06,1985,Cameroon,Egypt,0,0,draw,draw,0,0,Friendly,False,,Yaoundé,Cameroon,False
1985-02-06,1985,Chile,Paraguay,1,0,home_win,Chile,1,1,Friendly,False,,Viña del Mar,Chile,False
1985-02-06,1985,Costa Rica,El Salvador,2,1,home_win,Costa Rica,1,3,Friendly,False,,San José,Costa Rica,False
1985-02-06,1985,Ecuador,German DR,2,3,away_win,German DR,-1,5,Friendly,False,,Guayaquil,Ecuador,False
1985-02-06,1985,Mexico,Switzerland,1,2,away_win,Switzerland,-1,3,Friendly,False,,Querétaro,Mexico,False
1985-02-08,1985,United States,Switzerland,1,1,draw,draw,0,2,Friendly,False,,Tampa,United States,False
1985-02-08,1985,Chile,Finland,2,0,home_win,Chile,2,2,Friendly,False,,Viña del Mar,Chile,False
1985-02-10,1985,Colombia,Poland,1,2,away_win,Poland,-1,3,Friendly,False,,Bogotá,Colombia,False
1985-02-10,1985,Ecuador,German DR,3,2,home_win,Ecuador,1,5,Friendly,False,,Quito,Ecuador,False
1985-02-10,1985,Guinea,Tunisia,1,0,home_win,Guinea,1,1,FIFA World Cup qualification,False,,Conakry,Guinea,False
1985-02-10,1985,Malta,Portugal,1,3,away_win,Portugal,-2,4,FIFA World Cup qualification,False,,Attard,Malta,False
1985-02-10,1985,Paraguay,Uruguay,1,3,away_win,Uruguay,-2,4,Copa Artigas,False,,Asunción,Paraguay,False
1985-02-11,1985,Gambia,Cape Verde,1,2,away_win,Cape Verde,-1,3,Amílcar Cabral Cup,False,,Banjul,Gambia,False
1985-02-11,1985,Guinea-Bissau,Sierra Leone,0,0,draw,draw,0,0,Amílcar Cabral Cup,False,,Banjul,Gambia,True
1985-02-12,1985,Mali,Mauritania,3,0,home_win,Mali,3,3,Amílcar Cabral Cup,False,,Bakau,Gambia,True
1985-02-12,1985,Guinea,Senegal,0,2,away_win,Senegal,-2,2,Amílcar Cabral Cup,False,,Bakau,Gambia,True
1985-02-13,1985,El Salvador,Costa Rica,1,0,home_win,El Salvador,1,1,Friendly,False,,San Salvador,El Salvador,False
1985-02-13,1985,Gambia,Guinea-Bissau,1,0,home_win,Gambia,1,1,Amílcar Cabral Cup,False,,Banjul,Gambia,False
1985-02-13,1985,Cape Verde,Sierra Leone,2,2,draw,draw,0,4,Amílcar Cabral Cup,False,,Bakau,Gambia,True
1985-02-14,1985,Colombia,Poland,1,0,home_win,Colombia,1,1,Friendly,False,,Cali,Colombia,False
1985-02-14,1985,Guinea,Mali,1,3,away_win,Mali,-2,4,Amílcar Cabral Cup,False,,Bakau,Gambia,True
1985-02-14,1985,Mauritania,Senegal,0,2,away_win,Senegal,-2,2,Amílcar Cabral Cup,False,,Bakau,Gambia,True
1985-02-14,1985,Uruguay,Finland,2,1,home_win,Uruguay,1,3,Friendly,False,,Montevideo,Uruguay,False
1985-02-15,1985,Cape Verde,Guinea-Bissau,2,0,home_win,Cape Verde,2,2,Amílcar Cabral Cup,False,,Banjul,Gambia,True
1985-02-15,1985,Gambia,Sierra Leone,1,1,draw,draw,0,2,Amílcar Cabral Cup,False,,Banjul,Gambia,False
1985-02-16,1985,Guinea,Mauritania,1,0,home_win,Guinea,1,1,Amílcar Cabral Cup,False,,Banjul,Gambia,True
1985-02-16,1985,Mali,Senegal,2,2,draw,draw,0,4,Amílcar Cabral Cup,False,,Bakau,Gambia,True
1985-02-17,1985,Hong Kong,China,0,0,draw,draw,0,0,FIFA World Cup qualification,False,,Siu Sai Wan,Hong Kong,False
1985-02-17,1985,Peru,Bolivia,3,0,home_win,Peru,3,3,Friendly,False,,Lima,Peru,False
1985-02-17,1985,Macau,Brunei,2,0,home_win,Macau,2,2,FIFA World Cup qualification,False,,Macau,Macau,False
1985-02-17,1985,Guatemala,Costa Rica,1,0,home_win,Guatemala,1,1,Friendly,False,,Guatemala City,Guatemala,False
1985-02-17,1985,Ecuador,Finland,3,1,home_win,Ecuador,2,4,Friendly,False,,Ambato,Ecuador,False
1985-02-19,1985,Cape Verde,Senegal,0,1,away_win,Senegal,-1,1,Amílcar Cabral Cup,False,,Bakau,Gambia,True
1985-02-19,1985,Gambia,Mali,1,0,home_win,Gambia,1,1,Amílcar Cabral Cup,False,,Bakau,Gambia,False
1985-02-20,1985,Ivory Coast,Congo,2,1,home_win,Ivory Coast,1,3,Friendly,False,,Abidjan,Ivory Coast,False
1985-02-20,1985,Macau,China,0,4,away_win,China,-4,4,FIFA World Cup qualification,False,,Macau,Macau,False
1985-02-21,1985,Cape Verde,Mali,0,1,away_win,Mali,-1,1,Amílcar Cabral Cup,False,,Bakau,Gambia,True
1985-02-21,1985,Chile,Colombia,1,1,draw,draw,0,2,Friendly,False,,Santiago,Chile,False
1985-02-21,1985,Ecuador,Bolivia,3,0,home_win,Ecuador,3,3,Friendly,False,,Quito,Ecuador,False
1985-02-22,1985,Sudan,Libya,0,0,draw,draw,0,0,FIFA World Cup qualification,False,,Khartoum,Sudan,False
1985-02-22,1985,Gambia,Senegal,0,1,away_win,Senegal,-1,1,Amílcar Cabral Cup,False,,Bakau,Gambia,False
1985-02-23,1985,Singapore,Japan,1,3,away_win,Japan,-2,4,FIFA World Cup qualification,False,,Kallang,Singapore,False
1985-02-23,1985,Hong Kong,Brunei,8,0,home_win,Hong Kong,8,8,FIFA World Cup qualification,False,,Siu Sai Wan,Hong Kong,False
1985-02-24,1985,Antigua and Barbuda,Dominica,2,1,home_win,Antigua and Barbuda,1,3,CFU Caribbean Cup qualification,False,,St. John's,Antigua and Barbuda,False
1985-02-24,1985,Chile,Peru,1,2,away_win,Peru,-1,3,Friendly,False,,Santiago,Chile,False
1985-02-24,1985,El Salvador,Suriname,3,0,home_win,El Salvador,3,3,CONCACAF Championship,False,,San Salvador,El Salvador,False
1985-02-24,1985,Portugal,Germany,1,2,away_win,Germany,-1,3,FIFA World Cup qualification,False,,Oeiras,Portugal,False
1985-02-24,1985,Saint Vincent and the Grenadines,Trinidad and Tobago,1,1,draw,draw,0,2,CFU Caribbean Cup qualification,False,,Kingstown,Saint Vincent and the Grenadines,False
1985-02-24,1985,Tunisia,Guinea,2,0,home_win,Tunisia,2,2,FIFA World Cup qualification,False,,Tunis,Tunisia,False
1985-02-24,1985,Uruguay,Colombia,3,0,home_win,Uruguay,3,3,Friendly,False,,Montevideo,Uruguay,False
1985-02-26,1985,China,Brunei,8,0,home_win,China,8,8,FIFA World Cup qualification,False,,Macau,Macau,True
1985-02-26,1985,Mexico,Finland,2,1,home_win,Mexico,1,3,Friendly,False,,Acapulco,Mexico,False
1985-02-26,1985,Wales,Norway,1,1,draw,draw,0,2,Friendly,False,,Wrexham,Wales,False
1985-02-27,1985,Uruguay,Peru,2,2,draw,draw,0,4,Friendly,False,,Montevideo,Uruguay,False
1985-02-27,1985,Spain,Scotland,1,0,home_win,Spain,1,1,FIFA World Cup qualification,False,,Seville,Spain,False
1985-02-27,1985,Northern Ireland,England,0,1,away_win,England,-1,1,FIFA World Cup qualification,False,,Belfast,Northern Ireland,False
1985-02-27,1985,Greece,Albania,2,0,home_win,Greece,2,2,FIFA World Cup qualification,False,,Athens,Greece,False
1985-02-27,1985,Israel,Republic of Ireland,0,0,draw,draw,0,0,Friendly,False,,Ramat Gan,Israel,False
1985-02-27,1985,El Salvador,Suriname,3,0,home_win,El Salvador,3,3,CONCACAF Championship,False,,San Salvador,El Salvador,False
1985-02-27,1985,Netherlands,Cyprus,7,1,home_win,Netherlands,6,8,FIFA World Cup qualification,False,,Amsterdam,Netherlands,False
1985-02-28,1985,Paraguay,Colombia,0,3,away_win,Colombia,-3,3,Friendly,False,,Asunción,Paraguay,False
1985-03-01,1985,Brunei,China,0,4,away_win,China,-4,4,FIFA World Cup qualification,False,,Siu Sai Wan,Hong Kong,True
1985-03-02,1985,Nepal,South Korea,0,2,away_win,South Korea,-2,2,FIFA World Cup qualification,False,,Kathmandu,Nepal,False
1985-03-03,1985,Honduras,Suriname,1,1,draw,draw,0,2,CONCACAF Championship,False,,Tegucigalpa,Honduras,False
1985-03-03,1985,Madagascar,Zimbabwe,0,1,away_win,Zimbabwe,-1,1,African Cup of Nations qualification,False,,Antananarivo,Madagascar,False
1985-03-03,1985,Grenada,Trinidad and Tobago,1,5,away_win,Trinidad and Tobago,-4,6,CFU Caribbean Cup qualification,False,,St. George's,Grenada,False
1985-03-03,1985,Dominica,Cayman Islands,2,1,home_win,Dominica,1,3,CFU Caribbean Cup qualification,False,,Roseau,Dominica,False
1985-03-03,1985,Antigua and Barbuda,Guadeloupe,0,1,away_win,Guadeloupe,-1,1,CFU Caribbean Cup qualification,False,,St. John's,Antigua and Barbuda,False
1985-03-03,1985,Ecuador,Chile,1,1,draw,draw,0,2,FIFA World Cup qualification,False,,Quito,Ecuador,False
1985-03-05,1985,Ivory Coast,DR Congo,2,1,home_win,Ivory Coast,1,3,Friendly,False,,Abidjan,Ivory Coast,False
1985-03-06,1985,Costa Rica,Guatemala,2,0,home_win,Costa Rica,2,2,Friendly,False,,San José,Costa Rica,False
1985-03-06,1985,Honduras,Suriname,2,1,home_win,Honduras,1,3,CONCACAF Championship,False,,Tegucigalpa,Honduras,False
1985-03-08,1985,Algeria,Mauritania,4,0,home_win,Algeria,4,4,African Cup of Nations qualification,False,,Algiers,Algeria,False
1985-03-08,1985,Libya,Sudan,4,0,home_win,Libya,4,4,FIFA World Cup qualification,False,,Tripoli,Libya,False
1985-03-08,1985,Saint Vincent and the Grenadines,Canada,1,2,away_win,Canada,-1,3,Friendly,False,,Kingstown,Saint Vincent and the Grenadines,False
1985-03-09,1985,Peru,Chile,1,1,draw,draw,0,2,Friendly,False,,Lima,Peru,False
1985-03-10,1985,Uruguay,Ecuador,2,1,home_win,Uruguay,1,3,FIFA World Cup qualification,False,,Montevideo,Uruguay,False
1985-03-10,1985,Trinidad and Tobago,Canada,1,2,away_win,Canada,-1,3,Friendly,False,,Port of Spain,Trinidad and Tobago,False
1985-03-10,1985,El Salvador,Honduras,1,2,away_win,Honduras,-1,3,CONCACAF Championship,False,,San Salvador,El Salvador,False
1985-03-10,1985,French Guiana,Guyana,0,1,away_win,Guyana,-1,1,CFU Caribbean Cup qualification,False,,Cayenne,French Guiana,False
1985-03-10,1985,Malaysia,South Korea,1,0,home_win,Malaysia,1,1,FIFA World Cup qualification,False,,Kuala Lumpur,Malaysia,False
1985-03-12,1985,Algeria,German DR,1,1,draw,draw,0,2,Friendly,False,,Batna,Algeria,False
1985-03-13,1985,Jamaica,Canada,1,1,draw,draw,0,2,Friendly,False,,Montego Bay,Jamaica,False
1985-03-13,1985,Greece,Italy,0,0,draw,draw,0,0,Friendly,False,,Athens,Greece,False
1985-03-14,1985,Honduras,El Salvador,0,0,draw,draw,0,0,CONCACAF Championship,False,,Tegucigalpa,Honduras,False
1985-03-15,1985,Indonesia,Thailand,1,0,home_win,Indonesia,1,1,FIFA World Cup qualification,False,,Jakarta,Indonesia,False
1985-03-15,1985,Jordan,Qatar,1,0,home_win,Jordan,1,1,FIFA World Cup qualification,False,,Amman,Jordan,False
1985-03-16,1985,Nepal,Malaysia,0,0,draw,draw,0,0,FIFA World Cup qualification,False,,Kathmandu,Nepal,False
1985-03-17,1985,French Guiana,Suriname,0,1,away_win,Suriname,-1,1,CFU Caribbean Cup qualification,False,,Cayenne,French Guiana,False
1985-03-17,1985,Jamaica,Canada,0,0,draw,draw,0,0,Friendly,False,,Kingston,Jamaica,False
1985-03-17,1985,Chile,Ecuador,6,2,home_win,Chile,4,8,FIFA World Cup qualification,False,,Santiago,Chile,False
1985-03-18,1985,Indonesia,Bangladesh,2,0,home_win,Indonesia,2,2,FIFA World Cup qualification,False,,Jakarta,Indonesia,False
1985-03-21,1985,Peru,Ecuador,1,0,home_win,Peru,1,1,Friendly,False,,Lima,Peru,False
1985-03-21,1985,Japan,North Korea,1,0,home_win,Japan,1,1,FIFA World Cup qualification,False,,Tokyo,Japan,False
1985-03-21,1985,Indonesia,India,2,1,home_win,Indonesia,1,3,FIFA World Cup qualification,False,,Jakarta,Indonesia,False
1985-03-21,1985,Costa Rica,Canada,1,0,home_win,Costa Rica,1,1,Friendly,False,,San José,Costa Rica,False
1985-03-22,1985,Mauritania,Algeria,1,1,draw,draw,0,2,African Cup of Nations qualification,False,,Nouakchott,Mauritania,False
1985-03-22,1985,Syria,Kuwait,1,0,home_win,Syria,1,1,FIFA World Cup qualification,False,,Damascus,Syria,False
1985-03-23,1985,Zimbabwe,Madagascar,5,2,home_win,Zimbabwe,3,7,African Cup of Nations qualification,False,,Harare,Zimbabwe,False
1985-03-23,1985,Thailand,Bangladesh,3,0,home_win,Thailand,3,3,FIFA World Cup qualification,False,,Bangkok,Thailand,False
1985-03-23,1985,Zambia,Malawi,1,1,draw,draw,0,2,Friendly,False,,Ndola,Zambia,False
1985-03-23,1985,Alderney,Jersey,0,5,away_win,Jersey,-5,5,Muratti Vase,False,,Alderney,Alderney,False
1985-03-24,1985,Guyana,Suriname,0,1,away_win,Suriname,-1,1,CFU Caribbean Cup qualification,False,,Georgetown,Guyana,False
1985-03-24,1985,Costa Rica,Canada,0,0,draw,draw,0,0,Friendly,False,,San José,Costa Rica,False
1985-03-24,1985,Saint Vincent and the Grenadines,Grenada,3,0,home_win,Saint Vincent and the Grenadines,3,3,CFU Caribbean Cup qualification,False,,Kingstown,Saint Vincent and the Grenadines,False
1985-03-24,1985,Brunei,Philippines,4,1,home_win,Brunei,3,5,Friendly,False,,Bandar Seri Begawan,Brunei,False
1985-03-24,1985,Chile,Uruguay,2,0,home_win,Chile,2,2,FIFA World Cup qualification,False,,Santiago,Chile,False
1985-03-25,1985,Zambia,Malawi,2,2,draw,draw,0,4,Friendly,False,,Lusaka,Zambia,False
1985-03-26,1985,England,Republic of Ireland,2,1,home_win,England,1,3,Friendly,False,,London,England,False
1985-03-26,1985,Thailand,India,0,0,draw,draw,0,0,FIFA World Cup qualification,False,,Bangkok,Thailand,False
1985-03-27,1985,Switzerland,Czechoslovakia,2,0,home_win,Switzerland,2,2,Friendly,False,,Sion,Switzerland,False
1985-03-27,1985,Belgium,Greece,2,0,home_win,Belgium,2,2,FIFA World Cup qualification,False,,Brussels,Belgium,False
1985-03-27,1985,Germany,Malta,6,0,home_win,Germany,6,6,FIFA World Cup qualification,False,,Saarbrücken,Germany,False
1985-03-27,1985,Romania,Poland,0,0,draw,draw,0,0,Friendly,False,,Sibiu,Romania,False
1985-03-27,1985,Russia,Austria,2,0,home_win,Russia,2,2,Friendly,False,,Tbilisi,Soviet Union,False
1985-03-27,1985,Scotland,Wales,0,1,away_win,Wales,-1,1,FIFA World Cup qualification,False,,Glasgow,Scotland,False
1985-03-27,1985,Spain,Northern Ireland,0,0,draw,draw,0,0,Friendly,False,,Palma de Mallorca,Spain,False
1985-03-27,1985,Yugoslavia,Luxembourg,1,0,home_win,Yugoslavia,1,1,FIFA World Cup qualification,False,,Zenica,Yugoslavia,False
1985-03-28,1985,Albania,Turkey,0,0,draw,draw,0,0,Friendly,False,,Tirana,Albania,False
1985-03-29,1985,Egypt,Cameroon,2,0,home_win,Egypt,2,2,Friendly,False,,Cairo,Egypt,False
1985-03-29,1985,Jordan,Iraq,2,3,away_win,Iraq,-1,5,FIFA World Cup qualification,False,,Amman,Jordan,False
1985-03-29,1985,Libya,Tunisia,2,0,home_win,Libya,2,2,African Cup of Nations qualification,False,,Tripoli,Libya,False
1985-03-29,1985,Panama,Guatemala,0,0,draw,draw,0,0,Friendly,False,,Panama City,Panama,False
1985-03-29,1985,Thailand,Indonesia,0,1,away_win,Indonesia,-1,1,FIFA World Cup qualification,False,,Bangkok,Thailand,False
1985-03-29,1985,Yemen,Syria,0,1,away_win,Syria,-1,1,FIFA World Cup qualification,False,,Sana'a,Yemen AR,True
1985-03-29,1985,Yemen DPR,Bahrain,1,4,away_win,Bahrain,-3,5,FIFA World Cup qualification,False,,Aden,Yemen DPR,False
1985-03-30,1985,Bangladesh,India,1,2,away_win,India,-1,3,FIFA World Cup qualification,False,,Dhaka,Bangladesh,False
1985-03-31,1985,Malawi,Mozambique,1,1,draw,draw,0,2,African Cup of Nations qualification,False,,Lilongwe,Malawi,False
1985-03-31,1985,Togo,Senegal,0,1,away_win,Senegal,-1,1,African Cup of Nations qualification,False,,Tsévié,Togo,False
1985-03-31,1985,Malaysia,Nepal,5,0,home_win,Malaysia,5,5,FIFA World Cup qualification,False,,Kuala Lumpur,Malaysia,False
1985-03-31,1985,Kuwait,Iceland,1,1,draw,draw,0,2,Friendly,False,,Kuwait City,Kuwait,False
1985-03-31,1985,Ivory Coast,Mali,6,0,home_win,Ivory Coast,6,6,African Cup of Nations qualification,False,,Abidjan,Ivory Coast,False
1985-03-31,1985,Egypt,Cameroon,2,1,home_win,Egypt,1,3,Friendly,False,,Cairo,Egypt,False
1985-03-31,1985,Ecuador,Uruguay,0,2,away_win,Uruguay,-2,2,FIFA World Cup qualification,False,,Quito,Ecuador,False
1985-03-31,1985,Congo,DR Congo,2,5,away_win,DR Congo,-3,7,African Cup of Nations qualification,False,,Brazzaville,Congo,False
1985-03-31,1985,Angola,Algeria,0,0,draw,draw,0,0,FIFA World Cup qualification,False,,Luanda,Angola,False
1985-03-31,1985,Ghana,Guinea,1,1,draw,draw,0,2,African Cup of Nations qualification,False,,Accra,Ghana,False
1985-04-02,1985,Bangladesh,Indonesia,2,1,home_win,Bangladesh,1,3,FIFA World Cup qualification,False,,Dhaka,Bangladesh,False
1985-04-02,1985,Canada,United States,2,0,home_win,Canada,2,2,Friendly,False,,Vancouver,Canada,False
1985-04-02,1985,Syria,United Arab Emirates,2,1,home_win,Syria,1,3,Friendly,False,,Manama,Bahrain,True
1985-04-03,1985,Romania,Turkey,3,0,home_win,Romania,3,3,FIFA World Cup qualification,False,,Craiova,Romania,False
1985-04-03,1985,Yugoslavia,France,0,0,draw,draw,0,0,FIFA World Cup qualification,False,,Sarajevo,Yugoslavia,False
1985-04-03,1985,Malta,Jordan,3,1,home_win,Malta,2,4,Friendly,False,,Attard,Malta,False
1985-04-03,1985,Guadeloupe,Trinidad and Tobago,1,1,draw,draw,0,2,CFU Caribbean Cup qualification,False,,Basse-Terre,Guadeloupe,False
1985-04-03,1985,Hungary,Cyprus,2,0,home_win,Hungary,2,2,FIFA World Cup qualification,False,,Budapest,Hungary,False
1985-04-03,1985,Italy,Portugal,2,0,home_win,Italy,2,2,Friendly,False,,Ascoli Piceno,Italy,False
1985-04-04,1985,United States,Canada,1,1,draw,draw,0,2,Friendly,False,,Portland,United States,False
1985-04-05,1985,Bahrain,United Arab Emirates,3,2,home_win,Bahrain,1,5,Friendly,False,,Manama,Bahrain,False
1985-04-05,1985,Bangladesh,Thailand,1,0,home_win,Bangladesh,1,1,FIFA World Cup qualification,False,,Dhaka,Bangladesh,False
1985-04-05,1985,Egypt,Madagascar,1,0,home_win,Egypt,1,1,FIFA World Cup qualification,False,,Cairo,Egypt,False
1985-04-05,1985,Kuwait,Yemen,5,0,home_win,Kuwait,5,5,FIFA World Cup qualification,False,,Kuwait City,Kuwait,False
1985-04-05,1985,Qatar,Iraq,3,0,home_win,Qatar,3,3,FIFA World Cup qualification,False,,Doha,Qatar,False
1985-04-06,1985,South Korea,Nepal,4,0,home_win,South Korea,4,4,FIFA World Cup qualification,False,,Seoul,South Korea,False
1985-04-06,1985,Kenya,Nigeria,0,3,away_win,Nigeria,-3,3,FIFA World Cup qualification,False,,Nairobi,Kenya,False
1985-04-06,1985,Brunei,Hong Kong,1,5,away_win,Hong Kong,-4,6,FIFA World Cup qualification,False,,Bandar Seri Begawan,Brunei,False
1985-04-06,1985,Bulgaria,German DR,1,0,home_win,Bulgaria,1,1,FIFA World Cup qualification,False,,Sofia,Bulgaria,False
1985-04-06,1985,India,Indonesia,1,1,draw,draw,0,2,FIFA World Cup qualification,False,,Calcutta,India,False
1985-04-07,1985,Ivory Coast,Ghana,0,0,draw,draw,0,0,FIFA World Cup qualification,False,,Abidjan,Ivory Coast,False
1985-04-07,1985,Mali,Togo,4,0,home_win,Mali,4,4,Friendly,False,,Bamako,Mali,False
1985-04-07,1985,Morocco,Malawi,2,0,home_win,Morocco,2,2,FIFA World Cup qualification,False,,Rabat,Morocco,False
1985-04-07,1985,Syria,United Arab Emirates,0,4,away_win,United Arab Emirates,-4,4,Friendly,False,,Manama,Bahrain,True
1985-04-07,1985,Uruguay,Chile,2,1,home_win,Uruguay,1,3,FIFA World Cup qualification,False,,Montevideo,Uruguay,False
1985-04-07,1985,Zambia,Cameroon,4,1,home_win,Zambia,3,5,FIFA World Cup qualification,False,,Lusaka,Zambia,False
1985-04-09,1985,India,Thailand,1,1,draw,draw,0,2,FIFA World Cup qualification,False,,Calcutta,India,False
1985-04-12,1985,Qatar,Jordan,2,0,home_win,Qatar,2,2,FIFA World Cup qualification,False,,Doha,Qatar,False
1985-04-12,1985,Saudi Arabia,United Arab Emirates,0,0,draw,draw,0,0,FIFA World Cup qualification,False,,Riyadh,Saudi Arabia,False
1985-04-12,1985,India,Bangladesh,2,1,home_win,India,1,3,FIFA World Cup qualification,False,,Calcutta,India,False
1985-04-12,1985,Bahrain,Yemen DPR,3,3,draw,draw,0,6,FIFA World Cup qualification,False,,Riffa,Bahrain,False
1985-04-12,1985,Kuwait,Syria,0,0,draw,draw,0,0,FIFA World Cup qualification,False,,Kuwait City,Kuwait,False
1985-04-13,1985,Brunei,Macau,1,2,away_win,Macau,-1,3,FIFA World Cup qualification,False,,Bandar Seri Begawan,Brunei,False
1985-04-13,1985,Canada,Haiti,2,0,home_win,Canada,2,2,CONCACAF Championship,False,,Victoria,Canada,False
1985-04-14,1985,Senegal,Togo,1,1,draw,draw,0,2,African Cup of Nations qualification,False,,Dakar,Senegal,False
1985-04-14,1985,Panama,Trinidad and Tobago,0,0,draw,draw,0,0,Friendly,False,,Panama City,Panama,False
1985-04-14,1985,Tunisia,Libya,1,0,home_win,Tunisia,1,1,African Cup of Nations qualification,False,,Tunis,Tunisia,False
1985-04-14,1985,Guinea,Ghana,1,4,away_win,Ghana,-3,5,African Cup of Nations qualification,False,,Conakry,Guinea,False
1985-04-14,1985,DR Congo,Congo,0,0,draw,draw,0,0,African Cup of Nations qualification,False,,Kinshasa,Zaïre,False
1985-04-14,1985,Mali,Ivory Coast,1,1,draw,draw,0,2,African Cup of Nations qualification,False,,Bamako,Mali,False
1985-04-16,1985,Mozambique,Malawi,1,1,draw,draw,0,2,African Cup of Nations qualification,True,Mozambique,Maputo,Mozambique,False
1985-04-17,1985,Austria,Hungary,0,3,away_win,Hungary,-3,3,FIFA World Cup qualification,False,,Vienna,Austria,False
1985-04-17,1985,Colombia,Paraguay,2,0,home_win,Colombia,2,2,Friendly,False,,Pereira,Colombia,False
1985-04-17,1985,German DR,Norway,1,0,home_win,German DR,1,1,Friendly,False,,Frankfurt an der Oder,German DR,False
1985-04-17,1985,Germany,Bulgaria,4,1,home_win,Germany,3,5,Friendly,False,,Augsburg,Germany,False
1985-04-17,1985,Panama,Trinidad and Tobago,1,1,draw,draw,0,2,Friendly,False,,David,Panama,False
1985-04-17,1985,Poland,Finland,2,1,home_win,Poland,1,3,Friendly,False,,Opole,Poland,False
1985-04-17,1985,Switzerland,Russia,2,2,draw,draw,0,4,FIFA World Cup qualification,False,,Bern,Switzerland,False
1985-04-19,1985,Syria,Yemen,3,0,home_win,Syria,3,3,FIFA World Cup qualification,False,,Damascus,Syria,False
1985-04-19,1985,Iraq,Jordan,2,0,home_win,Iraq,2,2,FIFA World Cup qualification,False,,Kuwait City,Kuwait,True
1985-04-19,1985,United Arab Emirates,Saudi Arabia,1,0,home_win,United Arab Emirates,1,1,FIFA World Cup qualification,False,,Dubai,United Arab Emirates,False
1985-04-19,1985,Algeria,Angola,3,2,home_win,Algeria,1,5,FIFA World Cup qualification,False,,Algiers,Algeria,False
1985-04-19,1985,Colombia,Paraguay,2,2,draw,draw,0,4,Friendly,False,,Bogotá,Colombia,False
1985-04-20,1985,Barbados,Jamaica,2,2,draw,draw,0,4,Friendly,False,,Bridgetown,Barbados,False
1985-04-20,1985,Canada,Guatemala,2,1,home_win,Canada,1,3,CONCACAF Championship,False,,Victoria,Canada,False
1985-04-20,1985,Nigeria,Kenya,3,1,home_win,Nigeria,2,4,FIFA World Cup qualification,False,,Lagos,Nigeria,False
1985-04-21,1985,Malta,Czechoslovakia,0,0,draw,draw,0,0,FIFA World Cup qualification,False,,Attard,Malta,False
1985-04-21,1985,Malawi,Morocco,0,0,draw,draw,0,0,FIFA World Cup qualification,False,,Blantyre,Malawi,False
1985-04-21,1985,Madagascar,Egypt,1,0,home_win,Madagascar,1,1,FIFA World Cup qualification,True,Egypt,Antananarivo,Madagascar,False
1985-04-21,1985,Togo,Mali,3,0,home_win,Togo,3,3,Friendly,False,,Lomé,Togo,False
1985-04-21,1985,Cameroon,Zambia,1,1,draw,draw,0,2,FIFA World Cup qualification,False,,Yaoundé,Cameroon,False
1985-04-21,1985,Bolivia,Venezuela,4,0,home_win,Bolivia,4,4,Friendly,False,,Santa Cruz,Bolivia,False
1985-04-21,1985,Ghana,Ivory Coast,2,0,home_win,Ghana,2,2,FIFA World Cup qualification,False,,Kumasi,Ghana,False
1985-04-23,1985,Peru,Uruguay,2,1,home_win,Peru,1,3,Friendly,False,,Lima,Peru,False
1985-04-24,1985,Costa Rica,Trinidad and Tobago,3,0,home_win,Costa Rica,3,3,CONCACAF Championship,False,,San José,Costa Rica,False
1985-04-24,1985,Luxembourg,Iceland,0,0,draw,draw,0,0,Friendly,False,,Ettelbruck,Luxembourg,False
1985-04-25,1985,Brazil,Colombia,2,1,home_win,Brazil,1,3,Friendly,False,,Belo Horizonte,Brazil,False
1985-04-26,1985,Haiti,Guatemala,0,1,away_win,Guatemala,-1,1,CONCACAF Championship,False,,Port-au-Prince,Haiti,False
1985-04-26,1985,Yemen,Kuwait,1,3,away_win,Kuwait,-2,4,FIFA World Cup qualification,False,,Sana'a,Yemen AR,True
